"INSEE CONSOLIDE";"THESAURUS AVEC AJOUTS";"PCS";"PROPOSITIONS CORRECTIONS";;;
"livreur (non motorisé)";"LIVREUR";"64B3";;;;
"livreur à domicile";"LIVREUR";"64B3";;;;
"livreur de pizza";"LIVREUR";"64B3";;;;
"livreur de repas à domicile";"LIVREUR";"64B3";;;;
"porteur de journaux, presse";"LIVREUR DE JOURNAUX";"64B3";;;;
"préposé à la distribution";"LIVREUR";"64B3";;;;
"cariste docker";"DOCKER";"65A1";;;;
"chargeur de navires";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"chauffeur grutier";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"conducteur d'engins de levage";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"conducteur d'engins de manœuvre";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"conducteur d'engins ferroviaires";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"conducteur grutier";"GRUTIER";"65A1";;;;
"conducteur locotracteur";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"débardeur";"DEBARDEUR";"65A1";;;;
"docker";"DOCKER";"65A1";;;;
"grutier";"GRUTIER";"65A1";;;;
"manutentionnaire portuaire";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"ouvrier de quai (port)";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"ouvrier portuaire";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"pontier";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"pontier-grutier";"GRUTIER";"65A1";;;;
"pontonnier";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"tractiste";"CONDUCTEUR D'ENGINS LOURDS";"65A1";;;;
"cariste";"CARISTE";"65B1";;;;
"chef cariste";"CARISTE";"65B1";;;;
"conducteur d'engins de manutention";"CARISTE";"65B1";;;;
"magasinier cariste";"CARISTE";"65B1";;;;
"manutentionnaire cariste";"CARISTE";"65B1";;;;
"préparateur de commandes cariste";"CARISTE";"65B1";;;;
"conducteur de silo automatisé";"OUVRIER DU STOCKAGE LOGISTIQUE";"65C1";;;;
"gestionnaire de stock (magasinage, manutention)";"OUVRIER DU STOCKAGE LOGISTIQUE";"65C1";;;;
"agent de conduite ferroviaire";"CONDUCTEUR DE TRAIN";"65D1";;;;
"agent RATP";"AGENT RATP";"65D1";;;;
"agent RTM";"AGENT RTM";"65D1";;;;
"agent SNCF";"AGENT SNCF";"65D1";;;;
"agent TCL";"AGENT TCL";"65D1";;;;
"bac maritime";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D1";;;;
"batelier";"BATELIER";"65D1";;;;
"bosco";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"caboteur";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"capitaine de la navigation fluviale";"BATELIER";"65D1";;;;
"conducteur de ligne du transport ferroviaire";"CONDUCTEUR DE TRAIN";"65D1";;;;
"conducteur de métro";"CONDUCTEUR DE METRO";"65D1";;;;
"conducteur de RER";"CONDUCTEUR DE TRAIN";"65D1";;;;
"conducteur de télésiège";"EMPLOYE DES PISTES";"65D1";;;;
"conducteur de train";"CONDUCTEUR DE TRAIN";"65D1";;;;
"conducteur de tramway";"EMPLOYE DES TRANSPORTS URBAINS";"65D1";;;;
"conducteur de trolleybus";"EMPLOYE DES TRANSPORTS URBAINS";"65D1";;;;
"convoyeur de bateaux";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"marin de la marine marchande";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"marin de plaisance";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"marinier";"BATELIER";"65D1";;;;
"matelot de la marine marchande";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"matelot de la navigation fluviale";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"mécanicien de route";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D1";;;;
"perchiste-perchman (remontée mécanique)";"EMPLOYE DES PISTES";"65D1";;;;
"timonier de la marine marchande";"MARIN DE LA MARINE MARCHANDE";"65D1";;;;
"agent d'escale du transport ferroviaire";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"agent d'exploitation des transports";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"agent de circulation des transports";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"agent de la circulation ferroviaire";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"agent de mouvement manœuvre et manutention (AMVM)";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"agent de piste aéroportuaire";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"agent portuaire";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"aiguilleur des transports ferroviaires";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"assistant d'exploitation des transports";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"chef de manœuvre";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"chef de station de métro";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"lamaneur";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"régulateur des transports";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"sous-chef de gare";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"sous-chef de quai (transport)";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"superviseur de fret";"AGENT D'EXPLOITATION DES TRANSPORTS";"65D2";;;;
"abatteur de carrières";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"abatteur de mines";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"accrocheur en ardoisières";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"agent d'entretien autoroutier";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"agent d'entretien de la voirie";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"agent d'exploitation des routes";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"agent de signalisation de chantier";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"agent de voies ferroviaires";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"agent de voiries";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"ardoisier";"ARDOISIER";"67A1";;;;
"câbleur du bâtiment";"CABLEUR";"67A1";;;;
"canalisateur";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"cantonnier";"CANTONNIER";"67A1";;;;
"carrier";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"démolisseur";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"échafaudeur";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"égoutier des travaux publics";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"extracteur de carrières";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"fonceur de puits";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"fossoyeur";"FOSSOYEUR";"67A1";;;;
"manœuvre des travaux publics";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"manœuvre du bâtiment";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"mineur";"MINEUR";"67A1";;;;
"monteur d'échafaudage";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"monteur en structures métalliques";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"orpailleur";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"ouvrier d'entretien de la voirie";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"ouvrier de carrières";"OUVRIER DES INDUSTRIES EXTRACTIVES";"67A1";;;;
"ouvrier de chantier";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"ouvrier polyvalent des travaux publics";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"ouvrier polyvalent du bâtiment";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"ouvrier VRD (voirie et réseaux divers)";"OUVRIER DES TRAVAUX PUBLICS";"67A1";;;;
"paveur";"PAVEUR";"67A1";;;;
"puisatier";"PUISATIER";"67A1";;;;
"terrassier";"TERRASSIER";"67A1";;;;
"agent de fabrication en mécanique";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B2";;;;
"agent de montage-assemblage mécanique";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B2";;;;
"agent de production en mécanique";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B2";;;;
"opérateur d'assemblage mécanique";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B2";;;;
"opérateur de montage mécanique";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B2";;;;
"ouvrier d'assemblage mécanique";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B2";;;;
"ouvrier de montage en mécanique";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B2";;;;
"agent de fabrication en formage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"agent de fabrication en soudage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"agent de fabrication en usinage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"agent de production en formage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"agent de production en soudage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"agent de production en usinage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"ébarbeur de l'industrie des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"émailleur industriel";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"étameur industriel";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"galvaniseur";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"métalliseur";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"meuleur";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"opérateur d'usinage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"opérateur de formage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"opérateur de soudage des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"opérateur de traitement des surfaces";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"opérateur de traitement thermique";"TECHNICIEN THERMICIEN";"67B3";;;;
"opérateur sur machine à souder";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"opérateur sur machines à commande numérique (travail des métaux)";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"opérateur sur presse de l'industrie des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"ouvrier en métallisation";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"polisseur de l'industrie des métaux";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"rhodieur";"OPERATEUR SUR MACHINES INDUSTRIELLES";"67B3";;;;
"technicien thermicien";"TECHNICIEN THERMICIEN";"67B3";;;;
"ouvrier de menuiserie industrielle";"OPERATEUR";"67C0";;;;
"abatteur de bestiaux";"TUEUR AUX ABATTOIRS";"67C1";;;;
"agent d'entretien dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"agent de conditionnement dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"agent de fabrication dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"agent de production dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"agent de stérilisation dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"berger en abattoir";"EMPLOYE AUX ABATTOIRS";"67C1";;;;
"bouvier en abattoir";"EMPLOYE AUX ABATTOIRS";"67C1";;;;
"conditionneur dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"découpeur de poissons";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"découpeur de volailles";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"dépouilleur en abattoir";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"désosseur";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"employé au conditionnement dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"employé de coopérative";"EMPLOYE DE COOPERATIVE";"67C1";;;;
"équarrisseur";"EQUARRISSEUR";"67C1";;;;
"opérateur de conditionnement dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"opérateur de production dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"opérateur salle blanche dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier caviste";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier charcutier";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier d'abattoir";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier d'usine agricole";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier de boulangerie industrielle";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier de chai";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier de chocolaterie";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier de conditionnement dans l'agroalimentaire";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier de conserverie";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier de laiterie";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"ouvrier de pâtisserie industrielle";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"pareur en abattoir";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"porcher en abattoir";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"tripier en abattoir";"OUVRIER DE L'AGROALIMENTAIRE";"67C1";;;;
"tueur aux abattoirs";"TUEUR AUX ABATTOIRS";"67C1";;;;
"agent de fabrication de matériaux de construction";"OPERATEUR";"67C2";;;;
"agent de fabrication métallurgique";"OPERATEUR";"67C2";;;;
"agent de production de l'industrie verrière";"OPERATEUR";"67C2";;;;
"agent de production de matériaux de construction";"OPERATEUR";"67C2";;;;
"agent de production métallurgique";"OPERATEUR";"67C2";;;;
"agent de rechoix verrier";"OPERATEUR";"67C2";;;;
"choisisseur";"OPERATEUR";"67C2";;;;
"coquilleur";"OPERATEUR";"67C2";;;;
"métallurgiste";"METALLURGISTE";"67C2";;;;
"opérateur de cimenterie";"OPERATEUR";"67C2";;;;
"opérateur en matériaux de construction";"OPERATEUR";"67C2";;;;
"opérateur en métallurgie";"OPERATEUR";"67C2";;;;
"opérateur en verrerie";"OPERATEUR";"67C2";;;;
"opérateur sur presse de l'industrie du verre";"OPERATEUR";"67C2";;;;
"ouvrier de cimenterie";"OPERATEUR";"67C2";;;;
"ouvrier de fonderie";"OPERATEUR";"67C2";;;;
"ouvrier de la métallurgie";"OPERATEUR";"67C2";;;;
"ouvrier de la sidérurgie";"OPERATEUR";"67C2";;;;
"ouvrier en matériaux de construction";"OPERATEUR";"67C2";;;;
"ouvrier en verrerie";"OPERATEUR";"67C2";;;;
"agent de conditionnement dans l'industrie chimique";"OPERATEUR";"67C3";;;;
"agent de conditionnement dans l'industrie pharmaceutique";"OPERATEUR";"67C3";;;;
"agent de fabrication de l'industrie chimique";"OPERATEUR";"67C3";;;;
"agent de fabrication de l'industrie plasturgique";"OPERATEUR";"67C3";;;;
"agent de production de l'industrie chimique";"OPERATEUR";"67C3";;;;
"agent de production de l'industrie plasturgique";"OPERATEUR";"67C3";;;;
"conditionneur de l'industrie chimique";"OPERATEUR";"67C3";;;;
"conditionneur de l'industrie pharmaceutique";"OPERATEUR";"67C3";;;;
"employé au conditionnement dans l'industrie chimique";"OPERATEUR";"67C3";;;;
"employé au conditionnement dans l'industrie pharmaceutique";"OPERATEUR";"67C3";;;;
"mouleur de l'industrie chimique";"MOULEUR";"67C3";;;;
"mouleur de matières plastiques";"MOULEUR";"67C3";;;;
"opérateur de conditionnement dans l'industrie chimique";"OPERATEUR";"67C3";;;;
"opérateur de conditionnement dans l'industrie pharmaceutique";"OPERATEUR";"67C3";;;;
"opérateur de l'industrie chimique";"OPERATEUR";"67C3";;;;
"opérateur sur presse de la plasturgie";"OPERATEUR";"67C3";;;;
"ouvrier de conditionnement dans l'industrie chimique";"OPERATEUR";"67C3";;;;
"ouvrier de conditionnement dans l'industrie pharmaceutique";"OPERATEUR";"67C3";;;;
"ouvrier de l'industrie chimique";"OPERATEUR";"67C3";;;;
"ouvrier de la plasturgie";"OPERATEUR";"67C3";;;;
"agent de fabrication de l'industrie de l'habillement";"OUVRIER EN CONFECTION";"67D1";;;;
"agent de fabrication de l'industrie du cuir";"OUVRIER EN CONFECTION";"67D1";;;;
"agent de fabrication de l'industrie textile";"OUVRIER EN CONFECTION";"67D1";;;;
"agent de production de l'industrie de l'habillement";"OUVRIER EN CONFECTION";"67D1";;;;
"agent de production de l'industrie du cuir";"OUVRIER EN CONFECTION";"67D1";;;;
"agent de production de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"bobinier de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"bonnetier de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"couseur de l'industrie de l'habillement";"OUVRIER EN CONFECTION";"67D1";;;;
"couturier de l'industrie de l'habillement";"OUVRIER EN CONFECTION";"67D1";;;;
"effileur en dentelles";"OUVRIER EN CONFECTION";"67D1";;;;
"fileur de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"monteur en chaussures";"OUVRIER EN CONFECTION";"67D1";;;;
"opérateur sur presse de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"ouvrier de l'industrie de la chaussure";"OUVRIER EN CONFECTION";"67D1";;;;
"ouvrier de l'industrie de la maroquinerie";"OUVRIER EN CONFECTION";"67D1";;;;
"ouvrier de l'industrie du cuir";"OUVRIER EN CONFECTION";"67D1";;;;
"ouvrier de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"ouvrier en confection";"OUVRIER EN CONFECTION";"67D1";;;;
"ouvrier en filature";"OUVRIER EN CONFECTION";"67D1";;;;
"ouvrier en tissage";"OUVRIER EN CONFECTION";"67D1";;;;
"passementier de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"repasseur de l'industrie textile";"EMPLOYE DU TEXTILE";"67D1";;;;
"agent de fabrication de l'industrie du bois";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"agent de fabrication de l'industrie du papier-carton";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"agent de production de l'industrie du bois";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"agent de production de l'industrie du papier-carton";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"manœuvre de scierie";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"opérateur dans l'industrie du bois";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"opérateur dans la fabrication de papier-carton";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"opérateur de scierie";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"opérateur sur presse de l'industrie du bois";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"ouvrier d'imprimerie";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"ouvrier de façonnage du papier-carton";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"ouvrier de l'industrie de l'ameublement";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"ouvrier de l'industrie du bois";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"ouvrier de la fabrication de papier";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"ouvrier en scierie";"OUVRIER DU BOIS OU DU PAPIER";"67D2";;;;
"achemineur (logistique)";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"agent d'approvisionnement logistique";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"agent d'emballage";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"agent de conditionnement";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"agent de tri (logistique)";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"agent logistique";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"aide magasinier";"MAGASINIER";"67E1";;;;
"assistant logistique";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"conditionneur";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"emballeur";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"empaqueteur";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"employé au conditionnement";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"inventoriste";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"magasinier (logistique)";"MAGASINIER";"67E1";;;;
"magasinier préparateur de commandes";"MAGASINIER";"67E1";;;;
"manutentionnaire expéditeur";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"manutentionnaire expéditionnaire";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"opérateur de conditionnement";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"opérateur de logistique";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"ouvrier de conditionnement";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"ouvrier de gestion des stocks et d'achats (OGSA)";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"préparateur de commandes";"PREPARATEUR DE COMMANDES";"67E1";;;;
"réceptionnaire (logistique)";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"routeur";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E1";;;;
"agent de quai manutentionnaire";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E2";;;;
"aide déménageur";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E2";;;;
"bagagiste";"BAGAGISTE";"67E2";;;;
"bagagiste aéroportuaire";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E2";;;;
"brigadier de manutention";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E2";;;;
"déménageur";"DEMENAGEUR";"67E2";;;;
"employé de marée (manutention)";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E2";;;;
"manutentionnaire";"MANUTENTIONNAIRE";"67E2";;;;
"porteur (manutention)";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E2";;;;
"accrocheur de wagons";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"agent de manœuvre ferroviaire";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"agent de quai (transport ferroviaire)";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"avitailleur";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"brigadier de manutention ferroviaire";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"chargeur d'avions";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"éclusier";"ECLUSIER";"67E3";;;;
"garde-barrière";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"manœuvre des trains";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"manœuvre des transports";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"opérateur de la circulation ferroviaire";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"opérateur de piste aéroportuaire";"OUVRIER DU TRANSPORT OU DE LA LOGISTIQUE";"67E3";;;;
"aide maçon";"MANOEUVRE";"68A1";;;;
"apprenti charpentier";"MANOEUVRE";"68A1";;;;
"apprenti couvreur";"MANOEUVRE";"68A1";;;;
"apprenti maçon";"MANOEUVRE";"68A1";;;;
"cheministe";"INSTALLATEUR DE CHEMINEES";"68A1";;;;
"fumiste";"INSTALLATEUR DE CHEMINEES";"68A1";;;;
"installateur de stores";"INSTALLATEUR DE STORES";"68A1";;;;
"maçon";"MACON";"68A1";;;;
"monteur en chauffage central";"MONTEUR EN CHAUFFAGE CENTRAL";"68A1";;;;
"ouvrier maçon";"MANOEUVRE";"68A1";;;;
"apprenti chauffagiste";"MANOEUVRE";"68A2";;;;
"apprenti électricien";"MANOEUVRE";"68A2";;;;
"apprenti menuisier";"MANOEUVRE";"68A2";;;;
"apprenti peintre en bâtiment";"MANOEUVRE";"68A2";;;;
"apprenti plombier";"MANOEUVRE";"68A2";;;;
"installateur d'enseignes";"INSTALLATEUR D'ENSEIGNES";"68A2";;;;
"monteur poseur de meubles";"MANOEUVRE";"68A2";;;;
"pévéciste";"MANOEUVRE";"68A2";;;;
"poseur d'affiches";"POSEUR D'AFFICHES";"68A2";;;;
"poseur de canalisation";"MANOEUVRE";"68A2";;;;
"poseur de revêtements";"POSEUR DE REVETEMENTS";"68A2";;;;
"poseur de revêtements de sol";"POSEUR DE REVETEMENTS DE SOL";"68A2";;;;
"ravaleur de façade";"RAVALEUR DE FACADE";"68A2";;;;
"apprenti carrossier";"APPRENTI";"68B1";;;;
"apprenti mécanicien automobile";"APPRENTI";"68B1";;;;
"apprenti boucher";"APPRENTI BOUCHER";"68C1";;;;
"apprenti boulanger";"APPRENTI BOULANGER";"68C1";;;;
"apprenti charcutier";"APPRENTI CHARCUTIER";"68C1";;;;
"apprenti chocolatier";"CHOCOLATIER";"68C1";;;;
"apprenti pâtissier";"APPRENTI PATISSIER";"68C1";;;;
"agent d'entretien de bureaux ou de locaux";"AGENT DE TRAITEMENT DE L'EAU OU DES DECHETS";"68D1";;;;
"agent de nettoyage dans les transports";"AGENT DE TRAITEMENT DE L'EAU OU DES DECHETS";"68D1";;;;
"agent de nettoyage de bureaux ou de locaux";"AGENT DE TRAITEMENT DE L'EAU OU DES DECHETS";"68D1";;;;
"agent de propreté de bureaux ou de locaux";"AGENT DE TRAITEMENT DE L'EAU OU DES DECHETS";"68D1";;;;
"blanchisseur";"BLANCHISSEUR";"68D1";;;;
"employé de blanchisserie";"BLANCHISSEUR";"68D1";;;;
"employé de pressing";"BLANCHISSEUR";"68D1";;;;
"employé de station de lavage (car wash)";"AGENT DE TRAITEMENT DE L'EAU OU DES DECHETS";"68D1";;;;
